LINK_IMAGE,FEC_ELECTION_YR,CMTE_NM,CMTE_ID,CMTE_TP,CMTE_DSGN,CMTE_FILING_FREQ,ADDRESS,CMTE_CITY,CMTE_ST,CMTE_ZIP,TRES_NM,CAND_ID,CAND_NAME,CAND_ELECTION_YR,FORM_TP_CD,RPT_TP,RPT_YR,RECEIPT_DT,INDV_ITEM_CONTB,INDV_UNITEM_CONTB,INDV_CONTB,INDV_REF,PTY_CMTE_CONTB,OTH_CMTE_CONTB,OTH_CMTE_REF,CAND_CNTB,TTL_CONTB,TTL_CONTB_REF,CAND_LOAN,CAND_LOAN_REPYMNT,OTH_LOANS,OTH_LOAN_REPYMTS,TTL_LOANS,TTL_LOAN_REPYMTS,TRANF_FROM_OTHER_AUTH_CMTE,TRANF_FROM_NONFED_ACCT_PER,TRANF_FROM_NONFED_LEVIN_PER,TTL_NONFED_TRANF_PER,OTHER_RECEIPTS,TTL_RECEIPTS,TTL_FED_RECEIPTS_PER,OP_EXP_PER,SHARED_FED_OP_EXP_PER,SHARED_NONFED_OP_EXP_PER,TTL_OP_EXP_PER,OFFSETS_TO_OP_EXP,SHARED_FED_ACTVY_FED_SHR_PER,SHARED_FED_ACTVY_NONFED_PER,NON_ALLOC_FED_ELECT_ACTVY_PER,TTL_FED_ELECT_ACTVY_PER,FED_CAND_CMTE_CONTB_PER,FED_CAND_CONTB_REF_PER,INDT_EXP_PER,COORD_EXP_BY_PTY_CMTE_PER,LOANS_MADE_PER,LOAN_REPYMTS_RECEIVED_PER,TRANF_TO_OTHER_AUTH_CMTE,FNDRSG_DISB,OFFSETS_TO_FNDRSG,EXEMPT_LEGAL_ACCTG_DISB,OFFSETS_TO_LEGAL_ACCTG,TTL_OFFSETS_TO_OP_EXP,OTHER_DISB_PER,TTL_FED_DISB_PER,TTL_DISB,NET_CONTB,NET_OP_EXP,COH_BOP,COH_COP,DEBTS_OWED_BY_CMTE,DEBTS_OWED_TO_CMTE,CVG_START_DT,TIME_STAMP,CVG_END_DT,POL_PTY_CMTE_CONTB,CAND_ID,COH_BOY,COH_COY,EXP_PRIOR_YRS_SUBJECT_LIM_PER,EXP_SUBJECT_LIMITS_PER,FED_FUNDS_PER,ITEM_CONVN_EXP_DISB_PER,ITEM_OTHER_DISB_PER,ITEM_OTHER_INCOME_PER,ITEM_OTHER_REF_REB_RET_PER,ITEM_REF_REB_RET_PER,OTHER_FED_OP_EXP_PER,SUBTTL_CONVN_EXP_DISB_PER,SUBTTL_OTHER_REF_REB_RET_PER,SUBTTL_REF_REB_RET_PER,TTL_COMMUNICATION_COST,TTL_EXP_SUBJECT_LIMITS,UNITEM_CONVN_EXP_DISB_PER,UNITEM_OTHER_DISB_PER,UNITEM_OTHER_INCOME_PER,UNITEM_OTHER_REF_REB_RET_PER,UNITEM_REF_REB_RET_PER
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00696948tabIndex=3","2024","BERNIE 2020","C00696948","P","P","M","P.O. BOX 391","BURLINGTON","VT","05402","HAGGARD, LORA","P60007168","SANDERS, BERNARD","2020","F3P","M4","2023","20-APR-23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","1013.56","1013.56","","34334.31","","","","0","","","","","","","","","","","0","0","0","0","0","0","0","","34334.31","202496886.79","2166109.79","647628","614307.25","0","0","2023-03-01","2023-03-31T00:00:00-05:00","2023-03-31","0","P60007168","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00696948tabIndex=3","2024","BERNIE 2020","C00696948","P","P","M","P.O. BOX 391","BURLINGTON","VT","05402","HAGGARD, LORA","P60007168","SANDERS, BERNARD","2020","F3P","M5","2023","20-MAY-23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","1132.4","1132.4","","36085.35","","","","0","","","","","","","","","","","0","0","0","0","0","0","0","","36085.35","202496886.79","2202195.14","614307.25","579354.3","0","0","2023-04-01","2023-04-30T00:00:00-05:00","2023-04-30","0","P60007168","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00696948tabIndex=3","2024","BERNIE 2020","C00696948","P","P","M","P.O. BOX 391","BURLINGTON","VT","05402","HAGGARD, LORA","P60007168","SANDERS, BERNARD","2020","F3P","M6","2023","15-JUN-23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","1095.06","1575.06","","47766.52","","","","480","","","","","","","","","","","0","0","0","0","0","480","0","","47766.52","202496886.79","2249481.66","579354.3","533162.84","0","0","2023-05-01","2023-05-31T00:00:00-05:00","2023-05-31","0","P60007168","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00696948tabIndex=3","2024","BERNIE 2020","C00696948","P","P","M","P.O. BOX 391","BURLINGTON","VT","05402","HAGGARD, LORA","P60007168","SANDERS, BERNARD","2020","F3P","M7","2023","20-JUL-23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","973.2","8414.38","","67549.14","","","","7441.18","","","","","","","","","","","0","0","0","0","0","7441.18","0","","67549.14","202496886.79","2309589.62","533162.84","474028.08","0","0","2023-06-01","2023-06-30T00:00:00-05:00","2023-06-30","0","P60007168","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00696948tabIndex=3","2024","BERNIE 2020","C00696948","P","P","M","P.O. BOX 391","BURLINGTON","VT","05402","HAGGARD, LORA","P60007168","SANDERS, BERNARD","2020","F3P","M8","2023","18-AUG-23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","541.77","541.77","","21406.17","","","","0","","","","","","","","","","","0","0","0","0","0","0","0","","21406.17","202496886.79","2330995.79","474028.08","453163.68","0","0","2023-07-01","2023-07-31T00:00:00-05:00","2023-07-31","0","P60007168","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00696948tabIndex=3","2024","BERNIE 2020","C00696948","P","P","M","P.O. BOX 391","BURLINGTON","VT","05402","HAGGARD, LORA","P60007168","SANDERS, BERNARD","2020","F3P","M9","2023","20-SEP-23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","2195.08","2195.08","","43558.21","","","","0","","","","","","","","","","","0","0","0","0","0","0","0","","43558.21","202496886.79","2374554","453163.68","411800.55","0","0","2023-08-01","2023-08-31T00:00:00-05:00","2023-08-31","0","P60007168","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00696948tabIndex=3","2024","BERNIE 2020","C00696948","P","P","M","P.O. BOX 391","BURLINGTON","VT","05402","HAGGARD, LORA","P60007168","SANDERS, BERNARD","2020","F3P","M10","2023","20-OCT-23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","985.27","985.27","","31424.87","","","","0","","","","","","","","","","","0","0","0","0","0","0","0","","31424.87","202496886.79","2405978.87","411800.55","381360.95","0","0","2023-09-01","2023-09-30T00:00:00-05:00","2023-09-30","0","P60007168","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00696948tabIndex=3","2024","BERNIE 2020","C00696948","P","P","M","P.O. BOX 391","BURLINGTON","VT","05402","HAGGARD, LORA","P60007168","SANDERS, BERNARD","2020","F3P","M11","2023","20-NOV-23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","1141.19","1242.42","","45062.78","","","","101.23","","","","","","","","","","","0","0","0","0","0","101.23","0","","45062.78","202496886.79","2450940.42","381360.95","337540.59","0","0","2023-10-01","2023-10-31T00:00:00-05:00","2023-10-31","0","P60007168","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00696948tabIndex=3","2024","BERNIE 2020","C00696948","P","P","M","P.O. BOX 391","BURLINGTON","VT","05402","HAGGARD, LORA","P60007168","SANDERS, BERNARD","2020","F3P","M12","2023","20-DEC-23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","16.2","69090.67","","52240.99","","","","69074.47","","","","","","","","","","","0","0","0","0","0","69074.47","0","","52240.99","202496886.79","2434106.94","337540.59","354390.27","0","0","2023-11-01","2023-11-30T00:00:00-05:00","2023-11-30","0","P60007168","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00696948tabIndex=3","2024","BERNIE 2020","C00696948","P","P","M","P.O. BOX 391","BURLINGTON","VT","05402","HAGGARD, LORA","P60007168","SANDERS, BERNARD","2020","F3P","YE","2023","31-JAN-24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200000","","","","1987.13","201987.13","","477029.28","","","","0","","","","","","","","","","","0","0","0","0","0","0","0","","477029.28","202496886.79","2911136.22","354390.27","79348.12","0","0","2023-12-01","2023-12-31T00:00:00-05:00","2023-12-31","0","P60007168","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00696948tabIndex=3","2024","BERNIE 2020","C00696948","P","P","M","P.O. BOX 391","BURLINGTON","VT","05402","HAGGARD, LORA","P60007168","SANDERS, BERNARD","2020","F3P","M2","2024","20-FEB-24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","788.85","82533.04","","16714.53","","","","81744.19","","","","","","","","","","","0","0","0","0","0","81744.19","0","","16714.53","202496886.79","2846106.56","79348.12","145166.63","0","0","2024-01-01","2024-01-31T00:00:00-05:00","2024-01-31","0","P60007168","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00696948tabIndex=3","2024","BERNIE 2020","C00696948","P","P","M","P.O. BOX 391","BURLINGTON","VT","05402","HAGGARD, LORA","P60007168","SANDERS, BERNARD","2020","F3P","M3","2024","21-MAR-24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","636.22","5636.22","","14022.57","","","","5000","","","","","","","","","","","0","0","0","0","0","5000","0","","14022.57","202496886.79","2855129.13","145166.63","136780.28","0","0","2024-02-01","2024-02-29T00:00:00-05:00","2024-02-29","0","P60007168","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00696948tabIndex=3","2024","BERNIE 2020","C00696948","P","P","M","P.O. BOX 391","BURLINGTON","VT","05402","HAGGARD, LORA","P60007168","SANDERS, BERNARD","2020","F3P","M4","2024","19-APR-24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","576.52","576.52","","15539.08","","","","0","","","","","","","","","","","0","0","0","0","0","0","0","","15539.08","202496886.79","2870668.21","136780.28","121817.72","0","0","2024-03-01","2024-03-31T00:00:00-05:00","2024-03-31","0","P60007168","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00699652tabIndex=3","2024","CHANCE FOR PRESIDENT","C00699652","P","P","T","5205 BROADWAY ST 539","PEARLAND","TX","77581","TRAHAN, CHANCE BRADFORD MR","P00010876","TRAHAN, CHANCE BRADFORD MR","2024","F3P","Q1","2023","03-APR-23","1555","0","1555","0","0","0","0","0","1555","0","0","0","0","0","0","0","0","","","","0","1555","","1555","","","","0","","","","","","","","","","","0","0","0","0","0","0","0","","1555","0","1845","0","0","0","0","2023-01-01","2023-03-31T00:00:00-05:00","2023-03-31","0","P00010876","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00699652tabIndex=3","2024","CHANCE FOR PRESIDENT","C00699652","P","P","T","5205 BROADWAY ST 539","PEARLAND","TX","77581","TRAHAN, CHANCE BRADFORD MR","P00010876","TRAHAN, CHANCE BRADFORD MR","2024","F3P","Q2","2023","15-JUL-23","558","0","558","0","0","0","0","0","558","0","0","0","0","0","0","0","0","","","","0","558","","558","","","","0","","","","","","","","","","","0","0","0","0","0","0","0","","558","61757.17","61757.17","0","0","0","0","2023-04-01","2023-06-30T00:00:00-05:00","2023-06-30","0","P00010876","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00699652tabIndex=3","2024","CHANCE FOR PRESIDENT","C00699652","P","P","T","5205 BROADWAY ST 539","PEARLAND","TX","77581","TRAHAN, CHANCE BRADFORD MR","P00010876","TRAHAN, CHANCE BRADFORD MR","2024","F3P","TER","2023","25-JUL-23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","","0","","","","0","","","","","","","","","","","0","0","0","0","0","0","0","","0","61757.17","61757.17","0","0","0","0","2023-07-24","2023-07-24T00:00:00-05:00","2023-07-24","0","P00010876","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00700906tabIndex=3","2024","WELD 2020 PRESIDENTIAL CAMPAIGN COMMITTEE, INC.","C00700906","P","P","Q","P.O. BOX 960292","BOSTON","MA","02196","HUNTER, JOSEPH","P00011239","WELD, WILLIAM FLOYD (BILL)","2020","F3P","Q1","2023","15-APR-23","0","0","0","0","0","0","0","160","160","0","0","0","0","0","0","0","0","","","","0","160","","160","","","","0","","","","","","","","","","","0","0","0","0","0","0","0","","160","1790173.63","2005735.38","15.7","15.7","386367.3","0","2023-01-01","2023-03-31T00:00:00-05:00","2023-03-31","0","P00011239","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00700906tabIndex=3","2024","WELD 2020 PRESIDENTIAL CAMPAIGN COMMITTEE, INC.","C00700906","P","P","Q","P.O. BOX 960292","BOSTON","MA","02196","HUNTER, JOSEPH","P00011239","WELD, WILLIAM FLOYD (BILL)","2020","F3P","Q2","2023","14-JUL-23","0","0","0","0","0","0","0","42.5","42.5","0","0","0","0","0","0","0","0","","","","0","42.5","","42.5","","","","0","","","","","","","","","","","0","0","0","0","0","0","0","","42.5","1790173.63","2005735.38","15.7","15.7","386367.3","0","2023-04-01","2023-06-30T00:00:00-05:00","2023-06-30","0","P00011239","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00700906tabIndex=3","2024","WELD 2020 PRESIDENTIAL CAMPAIGN COMMITTEE, INC.","C00700906","P","P","Q","P.O. BOX 960292","BOSTON","MA","02196","HUNTER, JOSEPH","P00011239","WELD, WILLIAM FLOYD (BILL)","2020","F3P","Q3","2023","13-OCT-23","0","0","0","0","0","0","0","42.5","42.5","0","0","0","0","0","0","0","0","","","","0","42.5","","42.5","","","","0","","","","","","","","","","","0","0","0","0","0","0","0","","42.5","1790173.63","2005735.38","15.7","15.7","386367.3","0","2023-07-01","2023-09-30T00:00:00-05:00","2023-09-30","0","P00011239","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00700906tabIndex=3","2024","WELD 2020 PRESIDENTIAL CAMPAIGN COMMITTEE, INC.","C00700906","P","P","Q","P.O. BOX 960292","BOSTON","MA","02196","HUNTER, JOSEPH","P00011239","WELD, WILLIAM FLOYD (BILL)","2020","F3P","YE","2023","31-JAN-24","0","0","0","0","0","0","0","85","85","0","0","0","0","0","0","0","0","","","","0","85","","85","","","","0","","","","","","","","","","","0","0","0","0","0","0","0","","85","1790173.63","2005735.38","15.7","15.7","386367.3","0","2023-10-01","2023-12-31T00:00:00-05:00","2023-12-31","0","P00011239","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00700906tabIndex=3","2024","WELD 2020 PRESIDENTIAL CAMPAIGN COMMITTEE, INC.","C00700906","P","P","Q","P.O. BOX 960292","BOSTON","MA","02196","HUNTER, JOSEPH","P00011239","WELD, WILLIAM FLOYD (BILL)","2020","F3P","Q1","2024","15-APR-24","0","0","0","0","0","0","0","42.5","42.5","0","0","0","0","0","0","0","0","","","","0","42.5","","42.5","","","","0","","","","","","","","","","","0","0","0","0","0","0","0","","42.5","1790173.63","2005735.38","15.7","15.7","386367.3","0","2024-01-01","2024-03-31T00:00:00-05:00","2024-03-31","0","P00011239","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00703975tabIndex=3","2024","BIDEN FOR PRESIDENT","C00703975","P","P","M","PO BOX 58174","PHILADELPHIA","PA","19102","SPENCER, KEANA","P80000722","BIDEN, JOSEPH R JR","2024","F3P","Q1","2023","15-APR-23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","360.3","","420640.56","","","","360.3","","","","","","","","","","","2800","0","0","0","0","360.3","0","","423440.56","-4245927.03","44628236.89","1787497.02","1364416.76","0","0","2023-01-01","2023-03-31T00:00:00-05:00","2023-03-31","0","P80000722","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00703975tabIndex=3","2024","BIDEN FOR PRESIDENT","C00703975","P","P","M","PO BOX 58174","PHILADELPHIA","PA","19102","SPENCER, KEANA","P80000722","BIDEN, JOSEPH R JR","2024","F3P","Q2","2023","15-JUL-23","3275726","5360299","8636025.21","106410.74","0","31298.74","0","0","8667323.95","106410.74","0","0","0","0","0","0","11198504.42","","","","0","19867068.93","","999701.02","","","","1240.56","","","","","","","","","","","0","0","0","0","0","1240.56","0","","1106111.76","4314986.18","45626697.35","1364416.76","20125373.93","0","0","2023-04-01","2023-06-30T00:00:00-05:00","2023-06-30","0","P80000722","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00703975tabIndex=3","2024","BIDEN FOR PRESIDENT","C00703975","P","P","M","PO BOX 58174","PHILADELPHIA","PA","19102","SPENCER, KEANA","P80000722","BIDEN, JOSEPH R JR","2024","F3P","Q3","2023","15-OCT-23","2897992","3695717","6593709.54","112814.62","0","20500","0","0","6614209.54","112814.62","0","0","0","0","0","0","18026350","","","","74184.32","24785200.62","","12617393.61","","","","70456.76","","","","","","","","","","","0","0","0","0","0","70456.76","0","","12730208.23","10816381.1","58173634.2","20125373.93","32180366.32","0","0","2023-07-01","2023-09-30T00:00:00-05:00","2023-09-30","0","P80000722","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00703975tabIndex=3","2024","BIDEN FOR PRESIDENT","C00703975","P","P","M","PO BOX 58174","PHILADELPHIA","PA","19102","SPENCER, KEANA","P80000722","BIDEN, JOSEPH R JR","2024","F3P","YE","2023","31-JAN-24","5493009","5244101","10737109.89","356927.7","0","7233.51","0","0","10744343.4","356927.7","0","0","0","0","0","0","21350000","","","","125784.8","33037210","","18902025.94","","","","817081.8","","","","","","","","","","","0","0","0","0","0","817081.8","325","","19259278.64","21203796.8","76258578.34","32180366.32","45958297.68","0","0","2023-10-01","2023-12-31T00:00:00-05:00","2023-12-31","0","P80000722","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00703975tabIndex=3","2024","BIDEN FOR PRESIDENT","C00703975","P","P","M","PO BOX 58174","PHILADELPHIA","PA","19102","SPENCER, KEANA","P80000722","BIDEN, JOSEPH R JR","2024","F3P","M2","2024","20-FEB-24","4627609","3739545","8367153.98","222067.2","0","0","0","0","8367153.98","222067.2","0","0","0","0","0","0","7250000","","","","78046.4","15718139.18","","5470725.53","","","","22938.8","","","","","","","","","","","0","0","0","0","0","22938.8","510","","5693302.73","29348883.58","81706365.07","45958297.68","55983134.13","0","0","2024-01-01","2024-01-31T00:00:00-05:00","2024-01-31","0","P80000722","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00703975tabIndex=3","2024","BIDEN FOR PRESIDENT","C00703975","P","P","M","PO BOX 58174","PHILADELPHIA","PA","19102","SPENCER, KEANA","P80000722","BIDEN, JOSEPH R JR","2024","F3P","M3","2024","20-MAR-24","4395507","3387808","7783315.41","168147.89","0","2000","0","0","7785315.41","168147.89","0","0","0","0","0","0","13450000","","","","90578.61","21326368.17","","6088933.67","","","","474.15","","","","","","","","","","","0","0","0","0","0","474.15","40500","","6297581.56","36966051.1","87794824.59","55983134.13","71011920.74","0","0","2024-02-01","2024-02-29T00:00:00-05:00","2024-02-29","0","P80000722","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00703975tabIndex=3","2024","BIDEN FOR PRESIDENT","C00703975","P","P","M","PO BOX 58174","PHILADELPHIA","PA","19102","SPENCER, KEANA","P80000722","BIDEN, JOSEPH R JR","2024","F3P","M4","2024","15-APR-24","10547728","8625395","19173123.38","100480.47","0","0","0","0","19173123.38","100480.47","0","0","0","0","0","0","24500000","","","","105392.98","43779067.52","","29043949.29","","","","551.16","","","","","","","","","","","0","0","0","0","0","551.16","100000","","29244429.76","56038694.01","116838222.72","71011920.74","85546558.5","0","0","2024-03-01","2024-03-31T00:00:00-05:00","2024-03-31","0","P80000722","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00706572tabIndex=3","2024","COMMITTEE TO ELECT MARK CHARLES FOR PRESIDENT","C00706572","P","P","Q","P.O. BOX 90034","WASHINGTON","DC","20090","CHARLES, MARK R.","P00012039","CHARLES, MARK R.","2020","F3P","Q1","2023","14-APR-23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","","0","","","","0","","","","","","","","","","","0","0","0","0","0","0","0","","0","155791.93","150860.88","1615.51","1615.51","0","0","2023-01-01","2023-03-31T00:00:00-05:00","2023-03-31","0","P00012039","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00706572tabIndex=3","2024","COMMITTEE TO ELECT MARK CHARLES FOR PRESIDENT","C00706572","P","P","Q","P.O. BOX 90034","WASHINGTON","DC","20090","CHARLES, MARK R.","P00012039","CHARLES, MARK R.","2020","F3P","Q2","2023","15-JUL-23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","","0","","","","0","","","","","","","","","","","0","0","0","0","0","0","0","","0","155791.93","150860.88","1615.51","1615.51","0","0","2023-04-01","2023-06-30T00:00:00-05:00","2023-06-30","0","P00012039","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00706572tabIndex=3","2024","COMMITTEE TO ELECT MARK CHARLES FOR PRESIDENT","C00706572","P","P","Q","P.O. BOX 90034","WASHINGTON","DC","20090","CHARLES, MARK R.","P00012039","CHARLES, MARK R.","2020","F3P","Q3","2023","13-OCT-23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","","0","","","","0","","","","","","","","","","","0","0","0","0","0","0","0","","0","155791.93","150860.88","1615.51","1615.51","0","0","2023-07-01","2023-09-30T00:00:00-05:00","2023-09-30","0","P00012039","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00706572tabIndex=3","2024","COMMITTEE TO ELECT MARK CHARLES FOR PRESIDENT","C00706572","P","P","Q","P.O. BOX 90034","WASHINGTON","DC","20090","CHARLES, MARK R.","P00012039","CHARLES, MARK R.","2020","F3P","YE","2023","31-JAN-24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","","5","","","","0","","","","","","","","","","","0","0","0","0","0","0","0","","5","155791.93","150860.88","1615.51","1610.51","0","0","2023-10-01","2023-12-31T00:00:00-05:00","2023-12-31","0","P00012039","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00706572tabIndex=3","2024","COMMITTEE TO ELECT MARK CHARLES FOR PRESIDENT","C00706572","P","P","Q","P.O. BOX 90034","WASHINGTON","DC","20090","CHARLES, MARK R.","P00012039","CHARLES, MARK R.","2020","F3P","Q1","2024","11-APR-24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","","7.5","","","","0","","","","","","","","","","","0","0","0","0","0","0","0","","7.5","155791.93","150860.88","1610.51","1603.01","0","0","2024-01-01","2024-03-31T00:00:00-05:00","2024-03-31","0","P00012039","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00706697tabIndex=3","2024","DE BLASIO 2020","C00706697","P","P","Q","1 CITY PT APT 38J","BROOKLYN","NY","11201","BLOCK, HERBERT","P00012054","DE BLASIO, BILL","2020","F3P","Q1","2023","15-APR-23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","","774.9","","","","0","","","","","","","","","","","0","0","0","0","0","0","0","","774.9","1392047.82","1302754.35","3674.55","2899.65","90693.72","0","2023-01-01","2023-03-31T00:00:00-05:00","2023-03-31","0","P00012054","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00706697tabIndex=3","2024","DE BLASIO 2020","C00706697","P","P","Q","1 CITY PT APT 38J","BROOKLYN","NY","11201","BLOCK, HERBERT","P00012054","DE BLASIO, BILL","2020","F3P","Q2","2023","15-JUL-23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","151000","","","","0","151000","","100486.91","","","","0","","","","","","","","","","","0","0","0","0","0","0","53100","","153586.91","1440609.71","1351316.24","2899.65","312.74","0","0","2023-04-01","2023-06-30T00:00:00-05:00","2023-06-30","0","P00012054","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00706697tabIndex=3","2024","DE BLASIO 2020","C00706697","P","P","Q","1 CITY PT APT 38J","BROOKLYN","NY","11201","BLOCK, HERBERT","P00012054","DE BLASIO, BILL","2020","F3P","Q3","2023","15-OCT-23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2549.19","","","","0","2549.19","","330.2","","","","0","","","","","","","","","","","0","0","0","0","0","0","0","","330.2","0","101592.01","312.74","2531.73","0","0","2023-07-01","2023-09-30T00:00:00-05:00","2023-09-30","0","P00012054","","","","","0","","","","","","","","","","","","","","","",""
